video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/shorts/cKgAiWVnk6E,/@besmart,Be Smart,Climate change is turning sea turtles FEMALE?!,595K,2 weeks,"Another YouTube #shorts from your favorite science dad, Dr. Joe! Join us on Patreon! https://patreon.com/itsokaytobesmart ...",2024-01-25 23:19:57.393470
/watch?v=ztWHqUFJRTs&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@TEDEd,TED-Ed,Climate change: Earth's giant game of Tetris - Joss Fong,1.1M,9 years,"There's a game of Tetris happening on a global scale: The playing space is planet Earth, and all those pesky, stacking blocks ...",2024-01-25 23:19:57.395197
/watch?v=9PFhrpyWV-w&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@crashcourse,CrashCourse,What is Climate Change?: Crash Course Climate & Energy #1,155K,1 year,"We know that temperatures on Earth have fluctuated dramatically in the past, but we also know that by burning fossil fuels we are ...",2024-01-25 23:19:57.400996
/watch?v=oJWX3jVhrqg&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@TEDx,TEDx Talks,Facing the New Inconvenient Truth: Climate Change is Upon Us | David Mc Cauley | TEDxOltrarno,599K,3 months,"David Mc Cauley highlights the growing risks posed by our rapidly changing climate and the need to ramp up individual, ...",2024-01-25 23:19:57.402798
/watch?v=l_Oe6YK0DgE&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@pbsterra,PBS Terra,What is the RISKIEST Region in the US as the Climate Changes?,2.7M,1 year,"Climate Change is increasing the frequency and severity of natural disasters all around the world. And in the United States, more ...",2024-01-25 23:19:57.404343
/watch?v=GWOu4nuxhw8&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@CBSNews,CBS News,The impact of climate change on severe weather,16K,1 month,"In this episode of “Protecting the Planet,” CBS News senior environmental correspondent Ben Tracy explores the connection ...",2024-01-25 23:20:08.046681
/watch?v=yiw6_JakZFc&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@kurzgesagt,Kurzgesagt – In a Nutshell,Can YOU Fix Climate Change?,13M,2 years,"Never before in human history have we been richer, more advanced or powerful. And yet we feel overwhelmed in the face of rapid ...",2024-01-25 23:20:08.050468
/watch?v=eHMLszamZ9w&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@SiemensKnowledgeHub,Siemens Knowledge Hub,What is climate change?,281K,6 years,1. Episode: What is climate change and is it real? Climate Change is the bad news story that isn't going away From heatwaves to ...,2024-01-25 23:20:08.055236
/watch?v=nsZIV0BfRIs&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@KPRC2Click2Houston,KPRC 2 Click2Houston,Talking climate change,177,7 hours,The only way of “Saving Us” is to talk about it.,2024-01-25 23:20:08.058200
/shorts/pLVdV9jWfSo,/@SimonClark,Simon Clark,Is there actually any evidence for climate change? #science,3.6M,5 months,... atmospheric Oceanic cryological biological chemical and migratory evidence is there really any evidence for climate change.,2024-01-25 23:20:08.061700
/watch?v=sAwLnEh-IVU&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@SabineHossenfelder,Sabine Hossenfelder,Crack Down On New Climate Denial! Nonprofit tells YouTube,207K,4 days,"The Center for Countering Digital Hate put out a new report a few days ago, in which they warn that climate misinformation ...",2024-01-25 23:20:08.064897
/watch?v=SLEenW2UiUw&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@BBCWorldService,BBC World Service,"What is climate change? - The Climate Question, BBC World Service",170K,2 months,Looking for a climate change 101? Here to help you brush up on the basics is Jordan Dunbar. Click here to subscribe to our ...,2024-01-25 23:20:08.069007
/watch?v=mK5TbGvvluk&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@ClimateTown,Climate Town,2 Minutes Of Fact-Checkable Climate Change Facts For Skeptics | Climate Town,402K,3 years,Some reading to do: The Merchants of Doubt: https://www.merchantsofdoubt.org/ All We Can Save: ...,2024-01-25 23:20:08.072854
/watch?v=SBjtO-0tbKU&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@TEDx,TEDx Talks,The reality of climate change | David Puttnam | TEDxDublin,670K,9 years,"This talk was given at a local TEDx event, produced independently of the TED Conferences. David Puttnam looks at Climate ...",2024-01-25 23:20:08.077022
/watch?v=WkvPdUtYhX8&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@LearnBright,Learn Bright,Climate Change for Kids | A fun engaging introduction to climate change for kids,432K,2 years,Hey Teachers and Parents! In this video we explore climate change for kids. We learn all about the causes of climate change like ...,2024-01-25 23:20:08.081186
/shorts/ysNv46MjCR8,/@Channel4News,Channel 4 News,Final warning on climate change,55K,10 months,UN scientists have given what they say is a final warning for how to save the planet from disastrous climate change. (Subscribe: ...,2024-01-25 23:20:08.084433
/watch?v=t7IpV3PjACY&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@CBSNews,CBS News,Arctic melting foreshadows America's climate future,24K,1 month,What scientists are learning there can help Americans understand how climate change is affecting our country too. CBS News ...,2024-01-25 23:20:08.118843
/watch?v=MBKZWKeKYqE&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@pbsterra,PBS Terra,What Will Earth Look Like When These 6 Tipping Points Hit?,1.4M,1 year,"A “tipping point” is when a system, with just a small amount of additional energy, is pushed from one stable state to another ...",2024-01-25 23:20:08.127517
/watch?v=JR9FALnLFQ8&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@SaturdayNightLive,Saturday Night Live,Cut for Time: Climate Change (Kumail Nanjiani) - SNL,2.3M,6 years,Actor Blake Vilanti (Beck Bennett) teams up with Dr. Robert Khan (Kumail Nanjiani) to save the earth. #SNL #SNL43 Subscribe to ...,2024-01-25 23:20:08.153216
/watch?v=zy7vUppYPC8&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@DWDocumentary,DW Documentary,Will renewables stop the climate crisis? | DW Documentary,186K,1 month,"Mankind is facing the greatest upheaval since industrialization. To stop climate change, the energy system must be transformed ...",2024-01-25 23:20:08.174063
/watch?v=vFDnknU0h0s&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@pbsterra,PBS Terra,"Have We Made ANY Progress on Climate Change? Here's The Data, You Decide",290K,1 year,RCP 8.5 has often been referred to as “business as usual.” It describes a world without action on climate policy and continued ...,2024-01-25 23:20:08.177484
/watch?v=DxHYO3aBzWc&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@Reuters,Reuters,"YouTube making millions off climate deniers, report says | REUTERS",3K,9 days,YouTube is making millions of dollars a year from advertising on channels that make false claims about climate change because ...,2024-01-25 23:20:08.209780
/watch?v=tqcDyHdbYd4&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@telegraph,The Telegraph,Greta Thunberg’s climate crusade is heading for defeat | Michael Shellenberger interview,463K,2 months,"Michael Shellenberger is an environmentalist, author, and advocate for pragmatic solutions to climate change. He joins Steven ...",2024-01-25 23:20:08.230298
/watch?v=79Cg8JCXsd4&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@CNN,CNN,Al Gore on what the world needs to do to stop climate change,76K,1 month,"CNN's Jake Tapper speaks with Al Gore, (D) former vice president, about our climate crisis and what he predicts 2024 will look ...",2024-01-25 23:20:08.250103
/watch?v=DjUr2HwdHwg&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@OurChangingClimate,Our Changing Climate,Why We Need Socialism,209K,13 days,"In this Our Changing Climate climate change video essay, I look a how and why socialism, specifically ecosocialism, is crucial to ...",2024-01-25 23:20:08.276944
/watch?v=Wpy4xBftFuY&pp=ygUOY2xpbWF0ZSBjaGFuZ2U%3D,/@BBCNews,BBC News,Arnold Schwarzenegger calls leaders 'liars' over climate change - BBC News,988K,2 years,"Actor and former governor of California, Arnold Schwarzenegger, has become a champion of clean air and renewable energy, ...",2024-01-25 23:20:17.369611
