video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=Wkzwv6Jxp2c&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@NHKWORLDJAPAN,NHK WORLD-JAPAN,Vote counting underway in Taiwan’s presidential electionーNHK WORLD-JAPAN NEWS,14K,12 days,"With the polls closed, officials in Taiwan are working to figure out who won Saturday's presidential election. This report explores ...",2024-01-26 00:31:47.401135
/watch?v=0qJ4QqQfTf8&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@CBSNews,CBS News,Why 2024 New Hampshire primary voters matter in the presidential race,35K,2 days,"New Hampshire voters are heading to the polls Tuesday to participate in the first-in-the-nation primary, continuing a tradition of ...",2024-01-26 00:31:47.402436
/watch?v=z-ZBq0bGSxM&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@InsiderNews,Insider News,Top Takeaways From First Republican Presidential Debate For 2024 Elections | Insider News,101K,5 months,"Vivek Ramaswamy stole the show at the first Republican presidential debate, while Ron DeSantis avoided questions on key ...",2024-01-26 00:31:47.403770
/watch?v=SDu4RewIkTY&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@CBSMornings,CBS Mornings,Supreme Court set to decide number of cases impacting 2024 presidential election,36K,1 month,Former President Donald Trump asked the Supreme Court to delay reviewing his immunity claim for his role in attempting to ...,2024-01-26 00:31:47.405090
/watch?v=voENp_R2euE&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@ABCNews,ABC News,High-stakes presidential election in Taiwan,268K,12 days,Early results are coming in for the high-stakes presidential election on the island of Taiwan. ABC News' Britt Clennett joins from ...,2024-01-26 00:31:47.406411
/watch?v=7RKergpMsBo&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@AzimioTVOfficial,Azimio TV(Official) ,BREAKING: Raila REVEALS 2027 Presidential Election Plan,6.4K,9 hours,BREAKING: Raila REVEALS 2027 Presidential Election Plan.,2024-01-26 00:31:47.407736
/watch?v=7cCQOsUoWS8&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@thesun,The Sun,The American Presidential election process explained,123K,3 years,An election for president of the United States happens every four years on the first Tuesday after the first Monday in November.,2024-01-26 00:31:47.409117
/watch?v=bXYRJJIn_wI&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@Vox,Vox,How Michigan explains American politics,1.2M,2 weeks,"How Republicans won Michigan, how they lost it, and what it all tells us. Subscribe and turn on notifications so you don't miss ...",2024-01-26 00:31:47.410625
/watch?v=W4Zd6L6-D8Y&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@WVECTelevisionInc,13News Now,What Trump's primary win in New Hampshire means for presidential race,61K,1 day,"Former president Donald Trump defeated Nikki Haley in the GOP Primary in New Hampshire on Tuesday. Now, it's looking more ...",2024-01-26 00:31:47.411969
/watch?v=BHJOcMuLTrA&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@TIME,TIME,The Biggest Moments From the First Republican Debate,298K,5 months,"Nine months after former President Donald Trump threw his hat in the ring for the 2024 presidential nomination, his rivals finally ...",2024-01-26 00:31:47.413319
/watch?v=Vna0ile2ogg&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@iammrbeat,Mr. Beat,The American Presidential Election of 1860,483K,8 years,"In 1860, tensions were obviously high, not only between Democrats and Republicans, but within the Democratic Party. At the ...",2024-01-26 00:31:47.415151
/watch?v=gqSrBDwn-HY&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@abcnewsaustralia,ABC News (Australia),Who will win the 2024 US presidential election? | Planet America | ABC News,92K,1 year,Americans head to the polls in 2024 to elect their next president – and history can teach us a lot about who might win. Planet ...,2024-01-26 00:31:47.416567
/watch?v=jOoxjDVCveQ&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@NHKWORLDJAPAN,NHK WORLD-JAPAN,"Voters weigh Taiwan's future, economy on eve of presidential electionーNHK WORLD-JAPAN NEWS",10K,13 days,Taiwan's three presidential candidates are wrapping up their election campaigns on Friday. NHK World reports on some of their ...,2024-01-26 00:31:47.417978
